id,event_id,sport_key,format_type,entrant_a,entrant_b,scheduled_at,venue,match_type,status,abandon_reason,result_confirmations,result_summary,group_no,round_label,stage
b1403f23-ce82-44f8-ac97-718b6f53447a,af8d4006-45f2-463c-be65-226317c58a13,badminton,team,{252d8f7d-4a29-4788-ab08-659a95833253},{80b68ddb-b7ec-43bc-a90d-cc735f9c31ea},2026-08-10 00:00:00,,interschool,completed,,"{""2301f327-b291-495d-a14f-e55b1f1f9212"": {""confirmedAt"": ""2026-07-11T07:09:36.785Z"", ""confirmedBy"": ""3bbcabd3-c2f3-460e-9913-3f5c95a6713a""}, ""785ef66d-5f7d-4dfc-88d9-f7903cbb3c3a"": {""confirmedAt"": ""2026-07-11T07:09:36.797Z"", ""confirmedBy"": ""da25fa8b-935f-41bc-82f0-435c24e09685""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.4, ""scoreDisplay"": ""3-1"", ""scoredByRole"": ""coach"", ""enteredManually"": false}",,,group
51669de8-311a-414d-a3b3-2d21a6df1efd,,badminton,individual,{80b68ddb-b7ec-43bc-a90d-cc735f9c31ea},{2aeed96d-868a-4b33-b7e6-23feaaa4eed6},,,internal_ladder,completed,,{},"{""winnerSide"": ""B"", ""marginRatio"": 0.35, ""scoreDisplay"": ""21-14, 21-18"", ""scoredByRole"": ""referee"", ""enteredManually"": false}",,,group
47128bd2-12c4-44ed-a118-feaf22998c71,,badminton,individual,{80b68ddb-b7ec-43bc-a90d-cc735f9c31ea},{2aeed96d-868a-4b33-b7e6-23feaaa4eed6},,,practice,completed,,{},"{""winnerSide"": ""A"", ""scoreDisplay"": ""21-10"", ""scoredByRole"": ""account_manager"", ""enteredManually"": true}",,,group
c90c9150-db96-4d28-a3ff-f9f30c1eafc4,91990765-d5e2-4d18-b16b-37f4303e0c2f,chess,individual,{279e0a3a-7944-44bc-8d2a-97d1451eaef3},{7d88a00e-fbdb-4191-88b5-a0a9db5173d3},2026-09-28 00:00:00,Demo Center,interschool,completed,,,"{""winnerSide"": ""A"", ""scoreDisplay"": ""1-0"", ""scoredByRole"": ""engine"", ""enteredManually"": false}",,,group
dc6e17d7-8851-4cf2-b5b9-93b1b533ec0b,f206ea96-b39b-4334-8536-8a02d007d321,football,team,{79efdb7a-c9a5-4002-9a9b-a414543397ad},{9eacea70-6ccc-4ce2-aa09-46c6eb1d155f},2026-08-20 00:00:00,,interschool,completed,,"{""2301f327-b291-495d-a14f-e55b1f1f9212"": {""confirmedAt"": ""2026-07-11T07:09:39.260Z"", ""confirmedBy"": ""3bbcabd3-c2f3-460e-9913-3f5c95a6713a""}, ""e5695d3e-b515-4a71-a379-0f54be48d834"": {""confirmedAt"": ""2026-07-11T07:09:39.275Z"", ""confirmedBy"": ""522ff668-9f3b-4ab7-9c6d-def6638e328f""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
ad0cbc1d-644d-4f32-a164-f308cf6fa0b4,49924b9f-5e8a-4116-abeb-eb371d55a01f,chess,individual,{b6368585-035e-4215-bd1a-ca6442c99e73},{95cf7a61-7029-458b-a79e-5d2a4325ed51},2026-09-28 00:00:00,Demo Center,interschool,completed,,,"{""winnerSide"": ""A"", ""scoreDisplay"": ""1-0"", ""scoredByRole"": ""engine"", ""enteredManually"": false}",,,group
acdd1e87-e033-481d-a2c1-c637c9470a83,3155845f-14ab-4934-863c-d7e179b4d6ad,volleyball,team,{196132b0-9c39-4ea9-8f9a-6c890e9bc7ee},{14d09f51-a860-4a44-b961-67b8ce2edade},2026-09-25 09:30:00,Court 2,interschool,completed,,"{""2301f327-b291-495d-a14f-e55b1f1f9212"": {""confirmedAt"": ""2026-07-11T13:43:35.938Z"", ""confirmedBy"": ""3bbcabd3-c2f3-460e-9913-3f5c95a6713a""}, ""5832b122-a41c-408b-8170-aef6f53b685d"": {""confirmedAt"": ""2026-07-11T13:43:35.961Z"", ""confirmedBy"": ""516b39d0-fd66-4ded-838e-a3d174cf9f51""}}","{""winnerSide"": ""A"", ""scoreDisplay"": ""25-20, 25-18"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
7e7e75aa-8296-4978-841c-df0602ceb54e,ee8fa380-aeda-4a09-abdb-0dd1ac786ec2,football,team,{f1d6f7fe-1b00-49d8-9ddc-61fa47df1bc4},{dbfc7be9-b499-4363-b88f-69c6ae67e53e},2026-08-20 00:00:00,,interschool,completed,,"{""2301f327-b291-495d-a14f-e55b1f1f9212"": {""confirmedAt"": ""2026-07-11T13:43:48.975Z"", ""confirmedBy"": ""3bbcabd3-c2f3-460e-9913-3f5c95a6713a""}, ""cbda2def-8063-48bf-b667-4bf017c62629"": {""confirmedAt"": ""2026-07-11T13:43:48.989Z"", ""confirmedBy"": ""d153652f-7397-4f5b-87ef-7b8cc959195a""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
2acb2d2b-eca3-4328-9c15-4fcfdfa49e26,c6b850f8-e2e5-4fc3-bf28-8265ea7d621a,badminton,team,"{8fb457b7-1178-485d-a102-a32c83cc289e,672de42b-04a2-4acd-a528-c86ec1186ff9}",{131a7a41-2008-471a-9a8f-58ce465d7c9b},2026-09-20 00:00:00,North Arena mrgoklc7,interschool,completed,,"{""c8010f09-96b2-403a-81de-5a7143a9b32c"": {""confirmedAt"": ""2026-07-11T18:11:10.385Z"", ""confirmedBy"": ""8842a9fc-8181-49f7-8bd4-1189bda0bb51""}, ""cc9d2b0e-90e6-4de4-ab39-acaeef193070"": {""confirmedAt"": ""2026-07-11T18:11:10.401Z"", ""confirmedBy"": ""9802cb30-13a4-48b7-953f-9d21c0058d0a""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""21-15, 21-18"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
6af5fb25-32d8-49b0-bb44-b6d72115416c,36167f30-6c68-41d3-9881-322c60547749,football,team,{004175cc-e95a-413e-8459-15904f428348},{a284ab59-c2e6-4c88-92ed-5595cb462393},2026-08-20 00:00:00,,interschool,completed,,"{""2301f327-b291-495d-a14f-e55b1f1f9212"": {""confirmedAt"": ""2026-07-11T14:08:41.607Z"", ""confirmedBy"": ""3bbcabd3-c2f3-460e-9913-3f5c95a6713a""}, ""7f706ecb-3368-4765-8509-26b0c600eb28"": {""confirmedAt"": ""2026-07-11T14:08:41.621Z"", ""confirmedBy"": ""827ed9c3-7e2d-4454-aa8d-452857aa65c4""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
bf0664f1-89e0-4978-a659-4f6a0c6b6012,c6b850f8-e2e5-4fc3-bf28-8265ea7d621a,football,team,"{8fb457b7-1178-485d-a102-a32c83cc289e,672de42b-04a2-4acd-a528-c86ec1186ff9}",{131a7a41-2008-471a-9a8f-58ce465d7c9b},2026-09-20 00:00:00,North Arena mrgoklc7,interschool,completed,,"{""c8010f09-96b2-403a-81de-5a7143a9b32c"": {""confirmedAt"": ""2026-07-11T18:11:10.489Z"", ""confirmedBy"": ""8842a9fc-8181-49f7-8bd4-1189bda0bb51""}, ""cc9d2b0e-90e6-4de4-ab39-acaeef193070"": {""confirmedAt"": ""2026-07-11T18:11:10.512Z"", ""confirmedBy"": ""9802cb30-13a4-48b7-953f-9d21c0058d0a""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3-1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
58fa06b6-274a-4b5b-a2d9-0ca2a06a97e3,b512ead2-2a1e-4501-8c97-e8e358ccacb7,basketball,team,"{8fb457b7-1178-485d-a102-a32c83cc289e,672de42b-04a2-4acd-a528-c86ec1186ff9}",{131a7a41-2008-471a-9a8f-58ce465d7c9b},2026-09-20 00:00:00,North Arena mrgoklc7,interschool,completed,,"{""c8010f09-96b2-403a-81de-5a7143a9b32c"": {""confirmedAt"": ""2026-07-11T18:11:10.765Z"", ""confirmedBy"": ""8842a9fc-8181-49f7-8bd4-1189bda0bb51""}, ""cc9d2b0e-90e6-4de4-ab39-acaeef193070"": {""confirmedAt"": ""2026-07-11T18:11:10.781Z"", ""confirmedBy"": ""9802cb30-13a4-48b7-953f-9d21c0058d0a""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""48-55"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
6574405a-b38f-4ee8-9743-b461b059d74b,af44c443-1294-444d-ad9e-b97fa87c8481,badminton,team,"{8fb457b7-1178-485d-a102-a32c83cc289e,672de42b-04a2-4acd-a528-c86ec1186ff9}",{131a7a41-2008-471a-9a8f-58ce465d7c9b},2026-09-20 00:00:00,North Arena mrgoklc7,interschool,completed,,"{""c8010f09-96b2-403a-81de-5a7143a9b32c"": {""confirmedAt"": ""2026-07-11T18:11:10.997Z"", ""confirmedBy"": ""8842a9fc-8181-49f7-8bd4-1189bda0bb51""}, ""cc9d2b0e-90e6-4de4-ab39-acaeef193070"": {""confirmedAt"": ""2026-07-11T18:11:11.011Z"", ""confirmedBy"": ""9802cb30-13a4-48b7-953f-9d21c0058d0a""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""19-21, 21-17, 18-21"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
a539c714-b2a6-4470-9467-180dfb9147f8,35fa67f1-f45f-4568-942b-736636a8cf6f,badminton,team,"{5fabb3d8-a6cd-4959-bfd9-7dd3866c4342,d9a4047c-cac6-47cc-8f26-53af1acb3cfc}",{c783b3c9-ceb0-4135-8340-14a17d895b1c},2026-09-20 00:00:00,North Arena mrgqjzgd,interschool,completed,,"{""907d68a2-a097-4d78-9d22-3ccc63e76836"": {""confirmedAt"": ""2026-07-11T19:06:42.741Z"", ""confirmedBy"": ""8a08398b-db68-472a-9924-24d2145ad17b""}, ""d43d2d6d-c198-4fd0-a40d-13837fa5098f"": {""confirmedAt"": ""2026-07-11T19:06:42.756Z"", ""confirmedBy"": ""8319ed60-002f-4088-9f93-23916cc9c9d5""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""19-21, 21-17, 18-21"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
59409e48-0eda-4781-8308-c8f7250acd0a,7bcb1760-a3e1-4f1f-a5ab-f492e98f2fb6,badminton,team,"{5fabb3d8-a6cd-4959-bfd9-7dd3866c4342,d9a4047c-cac6-47cc-8f26-53af1acb3cfc}",{c783b3c9-ceb0-4135-8340-14a17d895b1c},2026-09-20 00:00:00,North Arena mrgqjzgd,interschool,completed,,"{""907d68a2-a097-4d78-9d22-3ccc63e76836"": {""confirmedAt"": ""2026-07-11T19:06:42.095Z"", ""confirmedBy"": ""8a08398b-db68-472a-9924-24d2145ad17b""}, ""d43d2d6d-c198-4fd0-a40d-13837fa5098f"": {""confirmedAt"": ""2026-07-11T19:06:42.118Z"", ""confirmedBy"": ""8319ed60-002f-4088-9f93-23916cc9c9d5""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""21-15, 21-18"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
9fd3cb49-552a-4a66-8b31-07addddb4928,7bcb1760-a3e1-4f1f-a5ab-f492e98f2fb6,football,team,"{5fabb3d8-a6cd-4959-bfd9-7dd3866c4342,d9a4047c-cac6-47cc-8f26-53af1acb3cfc}",{c783b3c9-ceb0-4135-8340-14a17d895b1c},2026-09-20 00:00:00,North Arena mrgqjzgd,interschool,completed,,"{""907d68a2-a097-4d78-9d22-3ccc63e76836"": {""confirmedAt"": ""2026-07-11T19:06:42.207Z"", ""confirmedBy"": ""8a08398b-db68-472a-9924-24d2145ad17b""}, ""d43d2d6d-c198-4fd0-a40d-13837fa5098f"": {""confirmedAt"": ""2026-07-11T19:06:42.217Z"", ""confirmedBy"": ""8319ed60-002f-4088-9f93-23916cc9c9d5""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3-1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
10b237e0-57c4-467f-9419-cae0511d19a4,18002182-f5fb-4bb8-bf32-313eca9e2899,basketball,team,"{5fabb3d8-a6cd-4959-bfd9-7dd3866c4342,d9a4047c-cac6-47cc-8f26-53af1acb3cfc}",{c783b3c9-ceb0-4135-8340-14a17d895b1c},2026-09-20 00:00:00,North Arena mrgqjzgd,interschool,completed,,"{""907d68a2-a097-4d78-9d22-3ccc63e76836"": {""confirmedAt"": ""2026-07-11T19:06:42.486Z"", ""confirmedBy"": ""8a08398b-db68-472a-9924-24d2145ad17b""}, ""d43d2d6d-c198-4fd0-a40d-13837fa5098f"": {""confirmedAt"": ""2026-07-11T19:06:42.499Z"", ""confirmedBy"": ""8319ed60-002f-4088-9f93-23916cc9c9d5""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""48-55"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
32031106-be0d-4e87-bd0a-8830e1954c1a,b515f5be-cf99-4dcb-bb1d-2529a4df82bb,football,team,{2ee07ef4-7b6e-4aee-bd82-5651b76fa84f},{31e5f520-11f1-474d-b040-0eff02a7c513},2026-08-01 00:00:00,,interschool,completed,,"{""060a3b62-6f52-4889-bdde-3b3416425b2e"": {""confirmedAt"": ""2026-07-11T19:53:53.768Z"", ""confirmedBy"": ""38522d00-a963-4ec2-b56c-3854cf2f4a25""}, ""a09d1868-4166-488b-b7bb-d4fa48d24f38"": {""confirmedAt"": ""2026-07-11T19:53:53.737Z"", ""confirmedBy"": ""81df850a-c196-47ea-950f-bb21b6dd98e4""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""2–0"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",1,,group
1f0a4e53-20d2-4e39-87d9-3bc68c3be7f5,b515f5be-cf99-4dcb-bb1d-2529a4df82bb,football,team,{09e45ad6-249d-4538-a8aa-b0acd9ffe788},{31e5f520-11f1-474d-b040-0eff02a7c513},2026-08-01 00:00:00,,interschool,completed,,"{""060a3b62-6f52-4889-bdde-3b3416425b2e"": {""confirmedAt"": ""2026-07-11T19:53:54.039Z"", ""confirmedBy"": ""38522d00-a963-4ec2-b56c-3854cf2f4a25""}, ""193f9489-71d3-4c43-8c62-a435b6f4b13f"": {""confirmedAt"": ""2026-07-11T19:53:54.026Z"", ""confirmedBy"": ""0123da7b-5191-4d96-95ed-96bc1d53ee67""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""2–0"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,Semifinal,playoff
2238915b-6c2f-4723-a76a-9ff9ee0faded,b515f5be-cf99-4dcb-bb1d-2529a4df82bb,football,team,{09e45ad6-249d-4538-a8aa-b0acd9ffe788},{c410ab43-ae60-4d45-bede-9376af7c16a3},2026-08-01 00:00:00,,interschool,completed,,"{""193f9489-71d3-4c43-8c62-a435b6f4b13f"": {""confirmedAt"": ""2026-07-11T19:53:53.881Z"", ""confirmedBy"": ""0123da7b-5191-4d96-95ed-96bc1d53ee67""}, ""e19e6870-abea-42be-b337-798868066c9c"": {""confirmedAt"": ""2026-07-11T19:53:53.907Z"", ""confirmedBy"": ""c050c0a9-7200-4f13-bcc9-4d6ad1338ea6""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""2–0"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",2,,group
c63b5542-1370-413e-a8ac-b2b2253a61ab,b515f5be-cf99-4dcb-bb1d-2529a4df82bb,football,team,{2ee07ef4-7b6e-4aee-bd82-5651b76fa84f},{c410ab43-ae60-4d45-bede-9376af7c16a3},2026-08-01 00:00:00,,interschool,completed,,"{""a09d1868-4166-488b-b7bb-d4fa48d24f38"": {""confirmedAt"": ""2026-07-11T19:53:53.976Z"", ""confirmedBy"": ""81df850a-c196-47ea-950f-bb21b6dd98e4""}, ""e19e6870-abea-42be-b337-798868066c9c"": {""confirmedAt"": ""2026-07-11T19:53:53.990Z"", ""confirmedBy"": ""c050c0a9-7200-4f13-bcc9-4d6ad1338ea6""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""2–0"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,Semifinal,playoff
ac7f17e0-001a-432a-a80f-e8aed94e61be,b515f5be-cf99-4dcb-bb1d-2529a4df82bb,football,team,{09e45ad6-249d-4538-a8aa-b0acd9ffe788},{2ee07ef4-7b6e-4aee-bd82-5651b76fa84f},2026-08-01 00:00:00,,interschool,completed,,"{""193f9489-71d3-4c43-8c62-a435b6f4b13f"": {""confirmedAt"": ""2026-07-11T19:53:54.101Z"", ""confirmedBy"": ""0123da7b-5191-4d96-95ed-96bc1d53ee67""}, ""a09d1868-4166-488b-b7bb-d4fa48d24f38"": {""confirmedAt"": ""2026-07-11T19:53:54.123Z"", ""confirmedBy"": ""81df850a-c196-47ea-950f-bb21b6dd98e4""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""2–0"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,Final,playoff
a4d106f6-a548-4611-ab89-63c91329df6b,131bbdf6-b83a-4aa7-89b5-7685346ae0c4,badminton,team,{1410e419-1f95-4740-b477-7cd35215fbc6},{c89e5a2f-ea3e-4ef3-a931-740c7e085808},2026-07-20 00:00:00,"PB&J Courts, Palakkad",interschool,scheduled,,,,,,group
af21beb0-38ab-4c8e-96f2-7490d6a78ef9,131bbdf6-b83a-4aa7-89b5-7685346ae0c4,badminton,team,{82168baf-b047-4f31-88f1-eec9ac1c850e},{ae5992c0-9f20-4e4d-9b36-f6c57e199457},2026-07-20 00:00:00,"PB&J Courts, Palakkad",interschool,scheduled,,,,,,group
af2f7c59-5e69-4ba1-afeb-7afc2122b99b,6e8db207-eae8-4d31-bf3d-5941aa4c4a9f,football,team,{5382b722-cd65-4a29-9e52-18df86720cad},{8297f493-84d7-4423-aab2-3fe8a54d09cb},2026-08-20 00:00:00,,interschool,completed,,"{""2301f327-b291-495d-a14f-e55b1f1f9212"": {""confirmedAt"": ""2026-07-11T19:54:05.370Z"", ""confirmedBy"": ""3bbcabd3-c2f3-460e-9913-3f5c95a6713a""}, ""4994e314-3920-4e48-b764-123694463291"": {""confirmedAt"": ""2026-07-11T19:54:05.386Z"", ""confirmedBy"": ""b9675125-acc9-454f-a3f5-c41ba98c60d8""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
430dd5d6-315c-4302-b0a7-9ea45362387c,21cdcea9-54c4-4f57-8fb0-122e3a551e4a,badminton,team,"{90f86c6d-1593-47c8-8831-de96ecca6c3b,2b100085-0f6f-4ada-b2a9-42c4ba95300c}",{8ba422f5-2209-4d4a-8380-6552f5efe1b9},2026-09-20 00:00:00,North Arena mrgs93is,interschool,completed,,"{""86222ee7-07a5-46e5-a2f6-5fcfd78d6d6e"": {""confirmedAt"": ""2026-07-11T19:54:13.503Z"", ""confirmedBy"": ""39050114-ead1-4b41-aa8a-99e6b16ae953""}, ""9082658f-3397-444d-b03d-53a7d3d12f90"": {""confirmedAt"": ""2026-07-11T19:54:13.484Z"", ""confirmedBy"": ""7ebffd12-8318-4a7d-b61a-d9373cbc9b3a""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""19-21, 21-17, 18-21"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
04545d38-60b0-485c-bf18-da363dfd6c1a,a2549683-4bee-45b4-a62c-b63037f24d1d,badminton,team,"{90f86c6d-1593-47c8-8831-de96ecca6c3b,2b100085-0f6f-4ada-b2a9-42c4ba95300c}",{8ba422f5-2209-4d4a-8380-6552f5efe1b9},2026-09-20 00:00:00,North Arena mrgs93is,interschool,completed,,"{""86222ee7-07a5-46e5-a2f6-5fcfd78d6d6e"": {""confirmedAt"": ""2026-07-11T19:54:12.932Z"", ""confirmedBy"": ""39050114-ead1-4b41-aa8a-99e6b16ae953""}, ""9082658f-3397-444d-b03d-53a7d3d12f90"": {""confirmedAt"": ""2026-07-11T19:54:12.918Z"", ""confirmedBy"": ""7ebffd12-8318-4a7d-b61a-d9373cbc9b3a""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""21-15, 21-18"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
d9b5fd5d-897c-400a-a47c-2b4a0618d075,a2549683-4bee-45b4-a62c-b63037f24d1d,football,team,"{90f86c6d-1593-47c8-8831-de96ecca6c3b,2b100085-0f6f-4ada-b2a9-42c4ba95300c}",{8ba422f5-2209-4d4a-8380-6552f5efe1b9},2026-09-20 00:00:00,North Arena mrgs93is,interschool,completed,,"{""86222ee7-07a5-46e5-a2f6-5fcfd78d6d6e"": {""confirmedAt"": ""2026-07-11T19:54:13.018Z"", ""confirmedBy"": ""39050114-ead1-4b41-aa8a-99e6b16ae953""}, ""9082658f-3397-444d-b03d-53a7d3d12f90"": {""confirmedAt"": ""2026-07-11T19:54:13.000Z"", ""confirmedBy"": ""7ebffd12-8318-4a7d-b61a-d9373cbc9b3a""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3-1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
4d2b0631-64a7-47c9-a8f4-a2a43f080928,1486397b-864e-4198-af2a-650009fe2db9,basketball,team,"{90f86c6d-1593-47c8-8831-de96ecca6c3b,2b100085-0f6f-4ada-b2a9-42c4ba95300c}",{8ba422f5-2209-4d4a-8380-6552f5efe1b9},2026-09-20 00:00:00,North Arena mrgs93is,interschool,completed,,"{""86222ee7-07a5-46e5-a2f6-5fcfd78d6d6e"": {""confirmedAt"": ""2026-07-11T19:54:13.245Z"", ""confirmedBy"": ""39050114-ead1-4b41-aa8a-99e6b16ae953""}, ""9082658f-3397-444d-b03d-53a7d3d12f90"": {""confirmedAt"": ""2026-07-11T19:54:13.236Z"", ""confirmedBy"": ""7ebffd12-8318-4a7d-b61a-d9373cbc9b3a""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""48-55"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
496c4a7f-c4e0-4cbe-83f2-00211e14aa0c,41b10e9f-2f20-475a-af64-5ae2464a5535,football,team,{b6730cc8-3269-4dd3-bbe9-09c73050c437},{89bdddc7-6814-4f8c-abf7-31538a15c7e2},2026-07-20 00:00:00,Main Ground,interschool,completed,,"{""c6a865e9-70e2-4a0d-a088-34c242683423"": {""confirmedAt"": ""2026-07-11T20:53:46.703Z"", ""confirmedBy"": ""ec6c6740-b4e4-45e2-9dac-4f55e521bcc3""}, ""dc53c020-2626-42e2-aeae-9e0cc617204f"": {""confirmedAt"": ""2026-07-11T20:53:46.717Z"", ""confirmedBy"": ""3b4fe1fe-1e31-4823-b18c-e35d891660bb""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,,group
f8b58285-3e2d-46d0-a382-ce725d2fb323,41b10e9f-2f20-475a-af64-5ae2464a5535,football,team,{b6730cc8-3269-4dd3-bbe9-09c73050c437},{5b8b26e5-a139-4536-8274-2469810fe902},2026-07-20 00:00:00,Main Ground,interschool,completed,,"{""2fc13f89-19e1-4162-aeb6-008b3648ced0"": {""confirmedAt"": ""2026-07-11T20:53:46.667Z"", ""confirmedBy"": ""33fe5891-e692-4393-a451-1353b8ddeefa""}, ""c6a865e9-70e2-4a0d-a088-34c242683423"": {""confirmedAt"": ""2026-07-11T20:53:46.654Z"", ""confirmedBy"": ""ec6c6740-b4e4-45e2-9dac-4f55e521bcc3""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,,group
21ea65b5-6978-497e-8c8d-aad8280011b1,41b10e9f-2f20-475a-af64-5ae2464a5535,football,team,{b6730cc8-3269-4dd3-bbe9-09c73050c437},{20db5ddf-ec26-49d7-8947-e99f4e268982},2026-07-20 09:30:00,Court 2,interschool,completed,,"{""953c8381-c205-485d-b721-20a8ffa6232c"": {""confirmedAt"": ""2026-07-11T20:53:46.601Z"", ""confirmedBy"": ""89db13bd-40ab-4dc6-a946-14ba972e03a9""}, ""c6a865e9-70e2-4a0d-a088-34c242683423"": {""confirmedAt"": ""2026-07-11T20:53:46.573Z"", ""confirmedBy"": ""ec6c6740-b4e4-45e2-9dac-4f55e521bcc3""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,,group
268d4d13-04a9-4476-bec1-8340eba257c9,41b10e9f-2f20-475a-af64-5ae2464a5535,football,team,{20db5ddf-ec26-49d7-8947-e99f4e268982},{5b8b26e5-a139-4536-8274-2469810fe902},2026-07-20 00:00:00,Main Ground,interschool,completed,,"{""2fc13f89-19e1-4162-aeb6-008b3648ced0"": {""confirmedAt"": ""2026-07-11T20:53:46.767Z"", ""confirmedBy"": ""33fe5891-e692-4393-a451-1353b8ddeefa""}, ""953c8381-c205-485d-b721-20a8ffa6232c"": {""confirmedAt"": ""2026-07-11T20:53:46.754Z"", ""confirmedBy"": ""89db13bd-40ab-4dc6-a946-14ba972e03a9""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,,group
6366c2a6-2e54-461e-9080-a5c022969ad4,41b10e9f-2f20-475a-af64-5ae2464a5535,football,team,{5b8b26e5-a139-4536-8274-2469810fe902},{89bdddc7-6814-4f8c-abf7-31538a15c7e2},2026-07-20 00:00:00,Main Ground,interschool,completed,,"{""2fc13f89-19e1-4162-aeb6-008b3648ced0"": {""confirmedAt"": ""2026-07-11T20:53:46.856Z"", ""confirmedBy"": ""33fe5891-e692-4393-a451-1353b8ddeefa""}, ""dc53c020-2626-42e2-aeae-9e0cc617204f"": {""confirmedAt"": ""2026-07-11T20:53:46.869Z"", ""confirmedBy"": ""3b4fe1fe-1e31-4823-b18c-e35d891660bb""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,,group
db2f865a-0965-4e6c-b9e7-bba7af1a881f,41b10e9f-2f20-475a-af64-5ae2464a5535,football,team,{20db5ddf-ec26-49d7-8947-e99f4e268982},{89bdddc7-6814-4f8c-abf7-31538a15c7e2},2026-07-20 00:00:00,Main Ground,interschool,completed,,"{""953c8381-c205-485d-b721-20a8ffa6232c"": {""confirmedAt"": ""2026-07-11T20:53:46.801Z"", ""confirmedBy"": ""89db13bd-40ab-4dc6-a946-14ba972e03a9""}, ""dc53c020-2626-42e2-aeae-9e0cc617204f"": {""confirmedAt"": ""2026-07-11T20:53:46.821Z"", ""confirmedBy"": ""3b4fe1fe-1e31-4823-b18c-e35d891660bb""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""admin"", ""enteredManually"": true}",,,group
